dataset,seq,frame,class,track_id,gt_id_new,old_hid,no_box,top1,top2,margin,cos_theta,v_obs_norm,occlusion,swap_A,swap_B
SportsMOT,V065,390,S_c,3062,8,3056,0,0.000000,0.000000,0.000000,,,0.000000,0.942839,-0.899702
SportsMOT,V065,491,S_c,3063,4,3053,0,0.000000,0.000000,0.000000,,,0.000000,0.978414,-0.950871
SportsMOT,V065,556,S_r,3057,5,3051,0,0.916922,0.376344,0.540578,0.999288,0.053017,0.581187,-1.060191,-1.060191
SportsMOT,V065,556,S_r,3051,6,3057,0,0.914349,0.394737,0.519613,-0.898990,0.009298,0.500243,-1.060191,-1.060191
SportsMOT,V065,589,S_c,3064,0,3052,0,0.000000,0.000000,0.000000,,,0.000000,0.921489,-0.925236
SportsMOT,V065,596,S_c,3065,4,3063,0,0.000000,0.000000,0.000000,,,0.000000,0.912934,-0.877210
SportsMOT,V065,654,S_c,3066,5,3057,0,0.000000,0.000000,0.000000,,,0.000000,0.976628,-0.987156
SportsMOT,V065,942,S_h,3067,5,3066,0,0.535060,0.010301,0.524759,,,1.000000,0.376432,-1.446392
SportsMOT,V065,946,S_r,3067,2,3050,0,0.927174,0.425494,0.501680,0.937904,0.012680,0.557151,-0.796268,-0.796268
SportsMOT,V065,946,S_r,3050,5,3067,0,0.764595,0.470007,0.294588,0.997135,0.031347,0.692854,-0.796268,-0.796268
SportsMOT,V066,28,S_c,3089,10,3079,0,0.399042,0.000000,0.399042,,,0.000000,-0.399042,-1.324654
SportsMOT,V066,31,S_c,3098,7,3075,0,0.456974,0.000000,0.456974,,,0.639231,0.507541,-1.382372
SportsMOT,V066,35,S_c,3105,9,3075,0,0.000000,0.000000,0.000000,,,0.000000,0.855563,-0.931949
SportsMOT,V066,35,S_c,3106,11,3075,0,0.309529,0.000000,0.309529,,,0.551789,0.547384,-1.165092
SportsMOT,V066,39,S_r,3072,3,3070,0,0.626542,0.500460,0.126083,0.897658,0.182829,0.604307,-0.147841,-0.147841
SportsMOT,V066,40,S_c,3107,5,3072,0,0.130418,0.000000,0.130418,,,0.278973,0.545679,-0.278699
SportsMOT,V066,44,S_c,3109,3,3072,0,0.347409,0.000000,0.347409,,,0.444231,0.478758,-0.015526
SportsMOT,V066,44,S_c,3110,4,3073,0,0.331883,0.000000,0.331883,,,0.504326,0.494284,-0.331883
SportsMOT,V066,48,S_h,3070,2,3069,0,0.673281,0.000000,0.673281,,,0.000000,-1.605230,-1.605230
SportsMOT,V066,52,S_h,3072,2,3070,0,0.673007,0.000000,0.673007,,,0.000000,-1.615128,-1.615128
SportsMOT,V066,81,S_c,3111,1,3071,0,0.000000,0.000000,0.000000,,,0.000000,0.986304,-0.848834
SportsMOT,V066,84,S_c,3112,0,3068,0,0.261045,0.000000,0.261045,,,0.556738,0.501201,-1.211914
SportsMOT,V067,32,S_c,3120,6,3119,0,0.100041,0.000000,0.100041,,,0.338384,0.325690,-1.012985
SportsMOT,V067,33,S_r,3120,7,3119,0,0.743705,0.490219,0.253487,,0.079720,0.000000,-0.253487,-0.253487
SportsMOT,V067,34,S_c,3121,6,3119,0,0.216806,0.000000,0.216806,,,0.607230,0.284861,-1.153604
SportsMOT,V067,36,S_c,3123,6,3121,0,0.331974,0.000000,0.331974,,,0.724228,0.257700,-1.228132
SportsMOT,V067,36,S_r,3121,7,3120,0,0.589674,0.000000,0.589674,0.949738,0.209738,0.736105,-0.257700,-1.485832
SportsMOT,V067,61,S_r,3117,3,3116,0,0.621927,0.446411,0.175515,0.600739,0.144046,0.384633,-0.199565,-0.199565
SportsMOT,V067,62,S_c,3134,4,3117,0,0.118962,0.071385,0.047577,,,0.278519,0.758788,-0.382625
SportsMOT,V067,80,S_c,3135,0,3113,0,0.000000,0.000000,0.000000,,,0.000000,0.984914,-0.959819
SportsMOT,V067,113,S_c,3136,3,3117,0,0.432617,0.423132,0.009484,,,0.730040,0.601889,-0.575337
SportsMOT,V067,114,S_r,3134,3,3117,0,0.902334,0.430290,0.472044,0.949529,0.042904,0.492768,-0.984301,-0.984301
SportsMOT,V067,114,S_r,3136,4,3134,0,0.858112,0.367850,0.490262,,0.024587,0.617566,-0.953445,-0.953445
SportsMOT,V068,34,S_c,3165,9,3145,0,0.000000,0.000000,0.000000,,,0.000000,0.875488,-0.945151
SportsMOT,V068,36,S_c,3170,8,3146,0,0.000000,0.000000,0.000000,,,0.000000,0.878614,-0.945272
SportsMOT,V068,37,S_c,3172,11,3145,0,0.285878,0.007001,0.278876,,,0.623722,0.658784,-1.173362
SportsMOT,V068,97,S_c,3174,0,3137,0,0.000000,0.000000,0.000000,,,0.000000,0.928835,-0.984248
SportsMOT,V068,155,S_c,3175,3,3139,0,0.514602,0.000000,0.514602,,,0.678835,0.449324,-1.410461
SportsMOT,V068,210,S_r,3143,7,3144,0,0.810110,0.067593,0.742518,0.997005,0.076995,0.113637,-1.657505,-1.657505
SportsMOT,V068,212,S_r,3144,7,3144,0,0.812294,0.052330,0.759964,,0.041442,0.074226,-1.604413,-1.604413
SportsMOT,V068,253,S_r,3144,6,3143,0,0.986090,0.468400,0.517689,0.786939,0.005469,0.491012,-1.024615,-1.024615
SportsMOT,V068,253,S_r,3143,7,3144,0,0.953711,0.446785,0.506926,0.997800,0.037218,0.855216,-1.024615,-1.024615
SportsMOT,V068,295,S_r,3174,1,3138,0,0.925477,0.000000,0.925477,0.984800,0.018567,0.000000,-1.872255,-1.872255
SportsMOT,V068,327,S_c,3176,0,3174,0,0.000000,0.000000,0.000000,,,0.000000,0.954987,-0.974757
SportsMOT,V068,334,S_c,3181,4,3141,0,0.743757,0.000000,0.743757,,,0.847956,0.055520,-1.468743
SportsMOT,V068,394,S_c,3182,9,3165,0,0.029797,0.000000,0.029797,,,0.082327,0.924134,-1.013869
SportsMOT,V069,54,S_c,3226,9,3211,0,0.026545,0.000000,0.026545,,,0.060811,0.896547,-0.390530
SportsMOT,V069,55,S_r,3226,11,3211,0,0.407836,0.174619,0.233217,,0.206457,0.331523,-1.104273,-1.104273
SportsMOT,V069,56,S_c,3231,9,3211,0,0.020014,0.000000,0.020014,,,0.046622,0.953021,-0.990121
SportsMOT,V069,96,S_c,3239,2,3185,0,0.000000,0.000000,0.000000,,,0.000000,0.945491,-0.957625
SportsMOT,V069,115,S_c,3240,1,3184,0,0.000000,0.000000,0.000000,,,0.000000,0.950799,-0.954015
SportsMOT,V069,136,S_c,3241,0,3183,0,0.000000,0.000000,0.000000,,,0.000000,0.956481,-0.834436
SportsMOT,V069,164,S_r,3187,5,3238,0,0.953006,0.000000,0.953006,0.982014,0.083493,0.000000,-1.845404,-1.845404
SportsMOT,V069,175,S_c,3243,5,3187,0,0.679946,0.000000,0.679946,,,0.852526,0.251194,-1.466419
SportsMOT,V069,180,S_r,3243,4,3187,0,0.821098,0.279067,0.542031,0.991471,0.106251,0.435667,-1.177868,-1.177868
SportsMOT,V069,180,S_r,3187,5,3243,0,0.973781,0.337944,0.635837,0.978888,0.022411,0.427432,-1.177868,-1.177868
SportsMOT,V069,190,S_c,3244,10,3225,0,0.000000,0.000000,0.000000,,,0.000000,0.867290,-0.920353
SportsMOT,V069,215,S_c,3245,6,3199,0,0.000000,0.000000,0.000000,,,0.000000,0.972341,-0.943453
SportsMOT,V069,219,S_r,3246,11,3226,0,0.954953,0.172586,0.782366,,0.003333,0.265877,-1.558767,-1.558767
SportsMOT,V069,240,S_r,3231,8,3208,0,0.827440,0.652127,0.175313,0.863483,0.066211,0.000000,-0.175313,-0.175313
SportsMOT,V069,242,S_r,3243,1,3240,0,0.683483,0.509745,0.173738,0.028666,0.099594,0.805878,-0.705803,-0.705803
SportsMOT,V069,242,S_r,3240,4,3243,0,0.840903,0.308839,0.532065,0.852963,0.085890,0.495771,-0.705803,-0.705803
SportsMOT,V069,244,S_h,3208,7,3201,0,0.835746,0.000000,0.835746,,,0.885675,0.109835,-1.706085
SportsMOT,V070,13,S_c,3257,8,3256,0,0.439980,0.295792,0.144189,,,0.736842,0.115351,-0.318073
SportsMOT,V070,26,S_c,3260,7,3253,0,0.486385,0.444805,0.041580,,,0.777463,0.461480,-0.561804
SportsMOT,V070,32,S_r,3260,6,3251,0,0.929170,0.494055,0.435116,0.992780,0.075228,0.547115,-0.888567,-0.888567
SportsMOT,V070,32,S_r,3251,7,3260,0,0.892422,0.619534,0.272888,0.990084,0.060831,0.701883,-0.535033,-0.535033
SportsMOT,V070,35,S_h,3256,9,3250,0,0.824606,0.000000,0.824606,,,0.000000,-1.127531,-1.706861
SportsMOT,V070,67,S_r,3257,7,3251,0,0.972413,0.445577,0.526836,0.999565,0.102340,0.538184,-1.042423,-1.042423
SportsMOT,V070,67,S_r,3251,8,3257,0,0.962423,0.446836,0.515588,0.999552,0.131285,0.722203,-1.042423,-1.042423
SportsMOT,V070,105,S_c,3261,1,3254,0,0.000000,0.000000,0.000000,,,0.000000,0.974942,-0.971631
SportsMOT,V070,109,S_c,3262,0,3247,0,0.000000,0.000000,0.000000,,,0.000000,0.974610,-0.896143
SportsMOT,V070,111,S_c,3263,2,3255,0,0.326762,0.000000,0.326762,,,0.678172,0.420723,-1.295583
SportsMOT,V070,118,S_c,3264,3,3252,0,0.481941,0.000000,0.481941,,,0.936637,0.437696,-1.267441
SportsMOT,V070,122,S_r,3251,7,3257,0,0.923516,0.006832,0.916684,0.987669,0.042726,0.007203,-1.861561,-1.861561
SportsMOT,V070,125,S_h,3257,8,3251,0,0.814362,0.000000,0.814362,,,0.929985,0.122796,-1.776804
SportsMOT,V070,134,S_r,3264,4,3248,0,0.523730,0.517763,0.005968,-0.995647,0.095020,0.247146,-0.059555,-0.059555
SportsMOT,V070,135,S_c,3265,3,3264,0,0.119135,0.058165,0.060970,,,0.292024,0.834618,-0.572637
SportsMOT,V070,136,S_h,3248,8,3257,0,0.265400,0.000000,0.265400,,,0.000000,-0.243240,-0.917840
SportsMOT,V070,139,S_c,3267,7,3251,0,0.460024,0.000000,0.460024,,,0.690794,0.348409,-1.368097
SportsMOT,V070,142,S_r,3268,0,3262,0,0.857682,0.693320,0.164362,0.492915,0.039095,0.000000,-0.164362,-0.164362
SportsMOT,V070,143,S_h,3262,0,3262,0,0.745124,0.000000,0.745124,,,0.000000,-0.745124,-1.631975
SportsMOT,V070,144,S_h,3268,0,3262,0,0.702156,0.000000,0.702156,,,0.000000,-0.702156,-1.629094
SportsMOT,V070,251,S_r,3267,6,3260,0,0.941602,0.499677,0.441925,0.995290,0.036616,0.597641,-0.878958,-0.878958
SportsMOT,V070,251,S_r,3260,7,3267,0,0.904466,0.467433,0.437033,0.999826,0.032793,0.701532,-0.878958,-0.878958
SportsMOT,V070,280,S_c,3269,0,3268,0,0.000000,0.000000,0.000000,,,0.000000,0.930979,-0.962040
SportsMOT,V070,296,S_c,3270,1,3261,0,0.000000,0.000000,0.000000,,,0.000000,0.955616,-0.924093
SportsMOT,V070,303,S_c,3272,2,3263,0,0.000000,0.000000,0.000000,,,0.000000,0.965192,-0.981081
SportsMOT,V070,355,S_c,3273,11,3259,0,0.000000,0.000000,0.000000,,,0.000000,0.918482,-0.966715
SportsMOT,V070,378,S_r,3277,6,3267,0,0.941472,0.429951,0.511522,0.995751,0.132946,0.723052,-0.943716,-0.943716
SportsMOT,V070,378,S_r,3267,7,3260,0,0.888773,0.456579,0.432194,0.998427,0.140649,0.572059,-0.943716,-0.943716
SportsMOT,V070,433,S_c,3279,1,3270,0,0.000000,0.000000,0.000000,,,0.000000,0.975594,-0.978038
SportsMOT,V070,444,S_c,3280,0,3269,0,0.000000,0.000000,0.000000,,,0.000000,0.949452,-0.964096
SportsMOT,V070,448,S_c,3281,2,3272,0,0.022979,0.000000,0.022979,,,0.139494,0.937775,-0.984303
SportsMOT,V070,453,S_r,3265,4,3264,0,0.830034,0.420799,0.409235,0.995092,0.063399,0.569865,-0.736540,-0.736540
SportsMOT,V070,489,S_c,3284,4,3265,0,0.670276,0.405332,0.264944,,,0.858224,0.083306,-0.567511
SportsMOT,V070,495,S_r,3284,3,3265,0,0.869748,0.520422,0.349327,0.986541,0.030613,0.632826,-0.805584,-0.805584
SportsMOT,V070,495,S_r,3265,4,3284,0,0.917293,0.441054,0.476239,0.999539,0.036683,0.736915,-0.977112,-0.977112
SportsMOT,V071,165,S_c,3295,8,3288,0,0.000000,0.000000,0.000000,,,0.000000,0.893679,-0.851692
SportsMOT,V071,189,S_c,3296,4,3289,0,0.000000,0.000000,0.000000,,,0.000000,0.946559,-0.953561
SportsMOT,V071,192,S_c,3297,9,3286,0,0.000470,0.000000,0.000470,,,0.000000,0.919937,-0.920227
SportsMOT,V071,344,S_c,3298,1,3290,0,0.000000,0.000000,0.000000,,,0.000000,0.938878,-0.939190
SportsMOT,V071,345,S_c,3299,3,3294,0,0.000000,0.000000,0.000000,,,0.000000,0.719430,-0.957448
SportsMOT,V071,348,S_c,3300,2,3292,0,0.170599,0.045544,0.125056,,,0.233406,0.829250,-1.073448
SportsMOT,V071,349,S_r,3285,5,3293,0,0.900369,0.492018,0.408351,0.970260,0.044595,0.660262,-0.890900,-0.890900
SportsMOT,V071,349,S_r,3293,7,3285,0,0.931245,0.448696,0.482549,0.999774,0.012895,0.624019,-0.890900,-0.890900
SportsMOT,V072,30,S_r,3306,0,3303,0,0.932133,0.721459,0.210674,0.996280,0.024913,0.604153,-0.131620,-0.131620
SportsMOT,V072,32,S_r,3303,1,3306,0,0.796356,0.650229,0.146128,,0.053906,0.917418,-0.464402,-0.464402
SportsMOT,V072,83,S_h,3303,2,3305,0,0.534328,0.425756,0.108571,,,0.506776,0.115110,-0.852314
SportsMOT,V072,87,S_c,3311,1,3303,0,0.465736,0.453512,0.012224,,,0.718575,0.432157,-0.442583
SportsMOT,V072,130,S_c,3312,6,3301,0,0.000000,0.000000,0.000000,,,0.000000,0.798293,-0.765978
SportsMOT,V072,135,S_c,3313,8,3310,0,0.000000,0.000000,0.000000,,,0.000000,0.830605,-0.945668
SportsMOT,V072,141,S_c,3314,9,3308,0,0.000000,0.000000,0.000000,,,0.000000,0.946599,-0.742000
SportsMOT,V072,435,S_r,3314,2,3303,0,0.917058,0.415383,0.501675,0.991650,0.074718,0.517459,-1.018699,-1.018699
SportsMOT,V072,435,S_r,3303,9,3314,0,0.920155,0.509635,0.410520,0.979889,0.037240,0.672294,-0.806724,-0.806724
SportsMOT,V072,571,S_r,3315,3,3307,0,0.712553,0.160867,0.551686,,0.028182,0.508933,-1.329945,-1.329945
SportsMOT,V072,583,S_r,3304,3,3307,0,0.860125,0.541504,0.318621,0.602631,0.047061,0.644124,-0.761678,-0.761678
SportsMOT,V072,583,S_r,3315,4,3304,0,0.889610,0.446554,0.443057,0.934971,0.013537,0.722581,-0.761678,-0.761678
SportsMOT,V073,37,S_r,3323,3,3324,0,0.769785,0.036305,0.733480,0.897812,0.055951,0.079578,-0.700114,-1.533485
SportsMOT,V073,38,S_c,3327,4,3323,0,0.432884,0.039241,0.393644,,,0.800189,0.356698,-1.355083
SportsMOT,V073,198,S_r,3321,1,3319,0,0.913434,0.465690,0.447743,-0.299747,0.010763,0.627767,-0.970256,-0.970256
SportsMOT,V073,198,S_r,3319,5,3321,0,0.955212,0.432699,0.522513,0.995436,0.041157,0.648429,-0.970256,-0.970256
SportsMOT,V073,231,S_r,3318,5,3319,0,0.628733,0.608164,0.020569,0.940880,0.136576,0.727986,-0.536548,-0.536548
SportsMOT,V073,232,S_h,3319,5,3319,0,0.477879,0.421385,0.056495,,,0.797236,0.319611,-0.329650
SportsMOT,V073,425,S_r,3323,0,3318,0,0.861063,0.335244,0.525819,0.973945,0.044068,0.622859,-1.192654,-1.192654
SportsMOT,V073,430,S_h,3318,3,3323,0,0.611622,0.158788,0.452834,,,0.942605,0.251660,-1.109597
SportsMOT,V073,448,S_r,3322,3,3318,0,0.927941,0.497814,0.430126,,0.021456,0.666511,-0.816999,-0.816999
SportsMOT,V073,448,S_r,3318,8,3322,0,0.887050,0.500177,0.386873,0.860222,0.049009,0.680953,-0.816999,-0.816999
SportsMOT,V073,500,S_c,3328,7,3317,0,0.136793,0.000000,0.136793,,,0.429180,0.688444,-1.091403
SportsMOT,V073,559,S_c,3329,5,3319,0,0.000000,0.000000,0.000000,,,0.000000,0.946865,-0.957460
SportsMOT,V073,767,S_c,3331,2,3326,0,0.666824,0.142316,0.524508,,,0.814809,0.296097,-1.339436
SportsMOT,V074,53,S_c,3344,10,3335,0,0.000000,0.000000,0.000000,,,0.000000,0.951888,-0.963089
SportsMOT,V074,186,S_c,3345,9,3343,0,0.545887,0.114814,0.431073,,,0.678008,0.165923,-1.066325
SportsMOT,V074,188,S_r,3345,6,3340,0,0.856720,0.441527,0.415193,0.996307,0.067519,0.552591,-0.896862,-0.896862
SportsMOT,V074,188,S_r,3340,9,3345,0,0.985300,0.503632,0.481669,0.999709,0.059981,0.690018,-0.896862,-0.896862
SportsMOT,V074,283,S_r,3336,1,3338,0,0.816782,0.536145,0.280637,0.861839,0.067969,0.773247,-0.582650,-0.582650
SportsMOT,V074,283,S_r,3338,2,3336,0,0.886384,0.584371,0.302013,0.895177,0.026257,0.592189,-0.582650,-0.582650
SportsMOT,V074,300,S_r,3338,1,3336,0,0.914337,0.456813,0.457524,-0.983007,0.012359,0.553556,-0.877462,-0.877462
SportsMOT,V074,300,S_r,3336,2,3338,0,0.942249,0.522311,0.419938,0.946880,0.015886,0.780905,-0.877462,-0.877462
SportsMOT,V074,359,S_c,3346,5,3339,0,0.000000,0.000000,0.000000,,,0.000000,0.961493,-0.845590
SportsMOT,V074,364,S_c,3347,7,3341,0,0.000000,0.000000,0.000000,,,0.000000,0.887076,-0.956712
SportsMOT,V074,394,S_c,3348,8,3342,0,0.000000,0.000000,0.000000,,,0.000000,0.925026,-0.979869
SportsMOT,V074,487,S_r,3345,5,3346,0,0.792542,0.542122,0.250420,,0.046757,0.563279,-0.505734,-0.505734
SportsMOT,V074,487,S_r,3346,6,3345,0,0.760172,0.504858,0.255314,0.548712,0.051111,0.635383,-0.505734,-0.505734
SportsMOT,V074,570,S_c,3349,8,3348,0,0.064238,0.000000,0.064238,,,0.143077,0.903841,-1.030604
SportsMOT,V074,594,S_c,3350,7,3347,0,0.000000,0.000000,0.000000,,,0.000000,0.800657,-0.980349
SportsMOT,V074,598,S_c,3351,10,3344,0,0.000000,0.000000,0.000000,,,0.000000,0.933058,-0.963821
SportsMOT,V075,71,S_c,3364,0,3353,0,0.114236,0.000000,0.114236,,,0.155116,0.825330,-1.089363
SportsMOT,V075,82,S_r,3359,6,3358,0,0.814724,0.706885,0.107840,-0.091301,0.031112,0.623873,-0.158683,-0.158683
SportsMOT,V075,84,S_r,3361,7,3359,0,0.878110,0.763626,0.114483,0.554760,0.033459,0.934502,-0.206239,-0.206239
SportsMOT,V075,85,S_h,3358,11,3361,0,0.591647,0.558027,0.033620,,,1.000000,0.312709,-0.282268
SportsMOT,V075,151,S_r,3365,10,3362,0,0.900355,0.000000,0.900355,,0.030766,0.000000,-1.804994,-1.804994
SportsMOT,V075,158,S_r,3366,6,3359,0,0.902112,0.000000,0.902112,0.999856,0.100762,0.000000,-1.668027,-1.668027
SportsMOT,V075,190,S_r,3352,0,3364,0,0.580661,0.363542,0.217119,0.165545,0.023634,1.000000,-0.682174,-0.682174
SportsMOT,V075,190,S_r,3364,2,3352,0,0.879760,0.414705,0.465055,0.931890,0.062360,0.363152,-0.682174,-0.682174
SportsMOT,V075,201,S_c,3367,10,3365,0,0.000000,0.000000,0.000000,,,0.000000,0.963809,-0.945180
SportsMOT,V075,217,S_r,3360,7,3361,0,0.856709,0.747841,0.108869,0.296574,0.076379,0.000000,-0.108869,-0.108869
SportsMOT,V075,220,S_r,3361,8,3360,0,0.834270,0.569139,0.265130,0.906841,0.090353,0.811284,-0.425250,-0.425250
SportsMOT,V075,221,S_r,3360,6,3366,0,0.931458,0.525678,0.405780,0.988291,0.054340,0.793177,-0.496256,-0.496256
SportsMOT,V075,221,S_r,3361,7,3360,0,0.793538,0.703061,0.090476,0.416115,0.049111,0.809390,-0.496256,-0.496256
SportsMOT,V075,227,S_r,3366,7,3361,0,0.735283,0.578791,0.156492,,0.050539,0.761736,-0.377440,-0.377440
SportsMOT,V075,243,S_r,3361,7,3366,0,0.979378,0.300464,0.678913,0.901659,0.015326,0.391688,-1.348870,-1.348870
SportsMOT,V075,243,S_r,3366,8,3361,0,0.973644,0.507544,0.466100,0.982957,0.042984,0.693269,-0.920620,-0.920620
SportsMOT,V075,258,S_c,3368,2,3364,0,0.000000,0.000000,0.000000,,,0.000000,0.969641,-0.989546
SportsMOT,V076,23,S_c,3378,8,3377,0,0.243149,0.000721,0.242427,,,0.345144,0.737831,-1.125299
SportsMOT,V076,31,S_c,3382,11,3377,0,0.160169,0.000000,0.160169,,,0.000000,-0.160169,-1.101015
SportsMOT,V076,39,S_c,3392,10,3377,0,0.195354,0.000000,0.195354,,,0.374305,0.729002,-0.904896
SportsMOT,V076,46,S_r,3374,3,3372,0,0.437697,0.326701,0.110996,0.999459,0.215329,0.280233,-0.566109,-0.566109
SportsMOT,V076,47,S_c,3393,5,3374,0,0.303317,0.000000,0.303317,,,0.564753,0.580034,-0.579802
SportsMOT,V076,48,S_r,3373,3,3374,0,0.289702,0.240052,0.049650,0.500365,0.262656,0.124273,-0.049650,-0.347261
SportsMOT,V076,49,S_c,3394,4,3373,0,0.480427,0.000000,0.480427,,,0.614902,0.472278,-1.404261
SportsMOT,V076,74,S_c,3395,0,3370,0,0.000000,0.000000,0.000000,,,0.000000,0.983196,-0.921161
SportsMOT,V076,88,S_c,3396,1,3371,0,0.000000,0.000000,0.000000,,,0.000000,0.968837,-0.832220
SportsMOT,V076,174,S_r,3394,0,3395,0,0.923136,0.490693,0.432443,0.975282,0.024889,0.715754,-0.927198,-0.927198
SportsMOT,V076,174,S_r,3395,4,3394,0,0.923917,0.429162,0.494755,0.994929,0.047512,0.560161,-0.927198,-0.927198
SportsMOT,V076,337,S_r,3393,4,3395,0,0.909796,0.430832,0.478964,0.980722,0.064725,0.547317,-0.977230,-0.977230
SportsMOT,V076,337,S_r,3395,5,3393,0,0.945953,0.447687,0.498266,0.976775,0.049755,0.637613,-0.977230,-0.977230
SportsMOT,V077,3,S_r,3415,18,3405,0,0.698575,0.443569,0.255006,0.253403,0.116357,0.000000,-0.255006,-0.255006
SportsMOT,V077,4,S_c,3417,19,3415,0,0.085003,0.000000,0.085003,,,0.486947,0.423730,-1.030178
SportsMOT,V077,5,S_r,3417,18,3415,0,0.713375,0.618508,0.094867,,0.126680,0.000000,-0.094867,-0.094867
SportsMOT,V077,6,S_c,3418,19,3415,0,0.070907,0.000000,0.070907,,,0.476503,0.390469,-1.031015
SportsMOT,V077,7,S_r,3418,18,3417,0,0.740677,0.589629,0.151048,,0.114655,0.000000,-0.151048,-0.151048
SportsMOT,V077,8,S_c,3419,19,3415,0,0.101174,0.000000,0.101174,,,0.548864,0.364618,-1.085353
SportsMOT,V077,9,S_r,3419,18,3418,0,0.744279,0.714848,0.029431,,0.100085,0.000000,-0.029431,-0.029431
SportsMOT,V077,10,S_c,3420,19,3415,0,0.123696,0.000000,0.123696,,,0.553531,0.358695,-1.092696
SportsMOT,V077,11,S_r,3420,18,3419,0,0.692872,0.661591,0.031281,,0.094558,0.000000,-0.031281,-0.031281
SportsMOT,V077,12,S_c,3421,19,3415,0,0.158878,0.000000,0.158878,,,0.600000,0.377634,-1.142481
SportsMOT,V077,13,S_r,3421,18,3420,0,0.707161,0.644204,0.062957,,0.107563,0.000000,-0.062957,-0.062957
SportsMOT,V077,14,S_c,3422,19,3415,0,0.185976,0.000000,0.185976,,,0.602918,0.352710,-1.177762
SportsMOT,V077,15,S_r,3422,18,3421,0,0.756548,0.665218,0.091330,,0.103970,0.000000,-0.091330,-0.091330
SportsMOT,V077,16,S_c,3423,19,3415,0,0.169691,0.000000,0.169691,,,0.698298,0.402879,-1.127553
SportsMOT,V077,17,S_r,3423,18,3422,0,0.739034,0.647939,0.091096,,0.099874,0.000000,-0.091096,-0.091096
SportsMOT,V077,18,S_c,3424,19,3415,0,0.231642,0.000000,0.231642,,,0.637292,0.310130,-1.176529
SportsMOT,V077,19,S_r,3424,18,3423,0,0.740269,0.591801,0.148468,,0.110883,0.000000,-0.148468,-0.148468
SportsMOT,V077,20,S_c,3425,19,3415,0,0.235413,0.000000,0.235413,,,0.668439,0.351334,-1.219827
SportsMOT,V077,39,S_r,3425,18,3424,0,0.985685,0.530841,0.454844,0.999755,0.118075,0.558286,-0.839801,-0.839801
SportsMOT,V077,39,S_r,3424,19,3425,0,0.838837,0.453879,0.384957,0.997045,0.090374,0.690816,-0.839801,-0.839801
SportsMOT,V077,134,S_c,3426,12,3412,0,0.000000,0.000000,0.000000,,,0.000000,0.941711,-0.945728
SportsMOT,V077,159,S_c,3427,13,3401,0,0.000000,0.000000,0.000000,,,0.000000,0.944790,-0.913493
SportsMOT,V077,162,S_c,3428,16,3409,0,0.000000,0.000000,0.000000,,,0.000000,0.952022,-0.979636
SportsMOT,V077,163,S_c,3429,19,3424,0,0.000000,0.000000,0.000000,,,0.000000,0.737142,-0.909945
SportsMOT,V077,170,S_c,3430,18,3425,0,0.000000,0.000000,0.000000,,,0.000000,0.920753,-0.937293
SportsMOT,V077,171,S_c,3431,17,3403,0,0.000000,0.000000,0.000000,,,0.000000,0.833009,-0.865668
SportsMOT,V077,182,S_c,3432,15,3404,0,0.000000,0.000000,0.000000,,,0.000000,0.957471,-0.915198
SportsMOT,V077,246,S_r,3432,17,3431,0,0.791345,0.578206,0.213139,0.472645,0.057249,0.724333,0.086441,-0.640688
SportsMOT,V077,247,S_r,3431,15,3432,0,0.887807,0.327767,0.560040,0.964069,0.096580,0.497664,-1.122122,-1.122122
SportsMOT,V077,271,S_c,3434,8,3416,0,0.000000,0.000000,0.000000,,,0.000000,0.942448,-0.967043
SportsMOT,V077,291,S_c,3435,4,3397,0,0.000000,0.000000,0.000000,,,0.000000,0.933761,-0.974276
SportsMOT,V077,321,S_r,3436,1,3398,0,0.946440,0.000000,0.946440,,0.005928,0.000000,-1.936052,-1.936052
SportsMOT,V077,332,S_c,3437,2,3414,0,0.000000,0.000000,0.000000,,,0.000000,0.819688,-0.982018
SportsMOT,V077,342,S_c,3439,0,3400,0,0.000000,0.000000,0.000000,,,0.000000,0.838756,-0.943406
SportsMOT,V077,342,S_r,3438,3,3407,0,0.838756,0.343145,0.495610,0.999966,0.284467,0.518204,-1.065370,-1.065370
SportsMOT,V077,382,S_c,3440,16,3428,0,0.000000,0.000000,0.000000,,,0.000000,0.974216,-0.961279
SportsMOT,V077,395,S_c,3441,17,3432,0,0.000000,0.000000,0.000000,,,0.000000,0.905600,-0.980338
SportsMOT,V077,402,S_c,3442,15,3431,0,0.000000,0.000000,0.000000,,,0.000000,0.942603,-0.893919
SportsMOT,V077,403,S_c,3443,18,3430,0,0.000000,0.000000,0.000000,,,0.078640,0.449466,-0.957053
SportsMOT,V077,405,S_c,3445,19,3429,0,0.058003,0.000000,0.058003,,,0.146372,0.688411,-0.995547
SportsMOT,V077,512,S_c,3452,20,3449,0,0.000000,0.000000,0.000000,,,0.000000,0.869897,-0.973376
SportsMOT,V077,536,S_r,3454,12,3426,0,0.865245,0.000000,0.865245,,0.021557,0.000000,-0.865245,-1.845411
SportsMOT,V078,138,S_c,3477,6,3463,0,0.000000,0.000000,0.000000,,,0.000000,0.985849,-0.947484
SportsMOT,V078,157,S_c,3478,1,3462,0,0.000000,0.000000,0.000000,,,0.000000,0.941110,-0.867045
SportsMOT,V078,193,S_c,3479,17,3472,0,0.000000,0.000000,0.000000,,,0.000000,0.977571,-0.956577
